timestamp_utc,repo_name,repo_path,default_ref,commit_index,commit,commit_subject,build_tool,build_command,elapsed_seconds,exit_code,outcome,message
2026-03-29T09:19:28.071881+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,1,6dbf54186b36f116f426cb60373cab53cfd9a36d,Merge branch '3.1' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,11.141121,0,success,
2026-03-29T09:19:33.431146+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,2,2a0054aead585f616238d1df6a70972f72277711,Add `NonBlockingByteBufferParser` tests for JSON-escaped surrogate pairs in field names (#1581) (#1582),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.312209,0,success,
2026-03-29T09:19:38.727631+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,3,f97baf9d78883c818748e9eb2f1df169c4693f55,Trigger 3.x cascading publish,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.271898,0,success,
2026-03-29T09:19:43.980040+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,4,c53454a55c2e8f6642459378befaf7fe28050f1d,Add `JsonParser.willInternPropertyNames()` for property name intern introspection (#1211) (#1580),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.229235,0,success,
2026-03-29T09:19:49.230022+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,5,701cd6af465c586aa9b33e95294acde034bd17af,Implement document length tracking for DataInput-backed JSON parsers via subclass (#1575),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.224596,0,success,
2026-03-29T09:19:54.467171+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,6,93a8a168dd89185226bf3dc3e6f9fada0c7760c1,Fix version number -- somehow reverted to 3.1.0-SNAPSHOT,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.210462,0,success,
2026-03-29T09:20:03.152773+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,7,032014d1c9a2f95c2425b7519ee04d223e2f83ef,Use intrinsified Math.multiplyHigh() (#1577),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,8.662415,0,success,
2026-03-29T09:20:08.436014+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,8,c6f47e4d748d5c38efaac4fdf639418826366f4c,Fix release notes,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.26063,0,success,
2026-03-29T09:20:13.728244+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,9,e6bf8d18d7e90f27eadbd29c671426ee38ed3da9,Merge branch '3.1' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.269407,0,success,
2026-03-29T09:20:19.019836+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,10,436019c2f467afe57f0faa35bc393aeac7a5010f,Merge branch '3.1' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.268007,0,success,
2026-03-29T09:20:24.296963+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,11,5eb7479647d337037d1b681983d446f5a2583a77,Fix #1570: fail on DataInput parsing if max-doc-length set (#1571),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.250777,0,success,
2026-03-29T09:20:29.641918+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,12,fd2eadaf3916429df148317895cc80dd5de03d26,Merge branch '2.x' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.251775,0,success,
2026-03-29T09:20:34.980282+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,13,ef744c51ef688aac550800d29ebfaf52909e2d43,Merge branch '3.1' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.313292,0,success,
2026-03-29T09:20:40.237046+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,14,82dbaf67e8fa4722dc4f5a7707efb4565b2496b8,Implement #1564: Add `SimpleStreamReadContext.rollbackValueRead()` method (#1565),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.234405,0,success,
2026-03-29T09:20:45.511998+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,15,36dc53a80c3215d5f4654e582ab4baabebcba7df,Minor test addition,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.24911,0,success,
2026-03-29T09:20:50.751799+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,16,6502f3cdd5b1883d586a7983b87fbb767685c156,Manual `pom.xml` merge from #1562,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.214634,0,success,
2026-03-29T09:20:56.057526+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,17,8e7392e025490b1a913dbabd9ed48597ca7e5f1c,Merge branch '3.1' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.282325,0,success,
2026-03-29T09:21:01.368750+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,18,10932a4151274a07ad51d1b6c5f4b1764f43b172,Merge branch '2.x' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.225952,0,success,
2026-03-29T09:21:06.619007+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,19,4ac127be77a08ef03299426f85d6f4c2c3596c27,Bump the github-actions group with 5 updates (#1559),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.224259,0,success,
2026-03-29T09:21:11.907039+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,20,8cd3b6ba568eaf16f1f80ded7fcbf3111570bdea,Merge branch '3.1' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.261784,0,success,
2026-03-29T09:21:17.152256+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,21,42f94c4435ac8f2091041d14e450c974c3bced57,Fix #679 (#1556),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.220993,0,success,
2026-03-29T09:21:22.427979+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,22,3cccdc3c8166d6191724706389982825ba4afdab,Fix release notes,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.24896,0,success,
2026-03-29T09:21:27.711619+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,23,e42db3f106ead78186c0eff9010f42d575dda4ac,Validate `read()` parameters in `MergedStream` and `UTF32Reader` implementations (#1544),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.25781,0,success,
2026-03-29T09:21:32.960445+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,24,3ca7c5e99eb08c65e508f200eb5adc0a4e01f65b,Fix #1545: update Android min SDK from 26 to 34 (#1547),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.224467,0,success,
2026-03-29T09:21:38.230273+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,25,ac944817a9bd30b0270c3e1cf72291df8895c33d,Merge branch '3.1' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.245853,0,success,
2026-03-29T09:21:43.484125+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,26,d2a2d270301b7f7377b809ad5050545f279513e0,Create 3.1 branch; 3.x -> 3.2.0-SNAPSHOT,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.232159,0,success,
2026-03-29T09:21:52.175629+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,27,a92f3f917dfd4eabc250b7156c5828d84d99c654,Merge branch '3.0' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,8.666093,0,success,
2026-03-29T09:21:57.438795+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,28,0b4fdde28c1368b43bcd43517b35e22748be4181,Rm src/site/site.xml,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.237041,0,success,
2026-03-29T09:22:02.641761+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,29,21c990f3e072f87f41dbcc2f5ac19405b0b54b93,Post-release dep version bump,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.177621,0,success,
2026-03-29T09:22:08.961402+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,30,ac0ce3e6a8140abdcce060ac768ab18dbc5ec3d5,[maven-release-plugin] prepare for next development iteration,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,6.296199,0,success,
2026-03-29T09:22:14.227687+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,31,f59c10646e6fd09f37d149bb97a9a956bc684e1e,[maven-release-plugin] prepare release jackson-core-3.1.0,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.24131,0,success,
2026-03-29T09:22:19.463550+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,32,a916a01fb8c7446d8629ea2f8220f9e34259ec4c,Prep for 3.1.0 release,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.21221,0,success,
2026-03-29T09:22:24.714384+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,33,754caf7df94b863066556be8604093bcca20ab85,Merge branch '2.x' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.164889,0,success,
2026-03-29T09:22:30.064453+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,34,2a50859c7caee54b7dec35f157b6b746005fd5b5,Merge branch '2.x' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.268809,0,success,
2026-03-29T09:22:35.336571+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,35,c3b052cd729f09b25e1c1e1d452490b61225ce57,...,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.248148,0,success,
2026-03-29T09:22:40.710943+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,36,522a0c81e16a2289a208684d7ff58552329eb94a,Merge branch '2.x' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.288616,0,success,
2026-03-29T09:22:45.953575+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,37,d30ed9573ef2b12029ec584724d34895551dd906,Merge branch '3.x' of github.com:FasterXML/jackson-core into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.217249,0,success,
2026-03-29T09:22:51.199059+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,38,ee9dc0feffec4ef8a9dbe891e72597e142a92830,More GH action version pinning,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.218105,0,success,
2026-03-29T09:22:56.408200+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,39,8b25fd67f20583e75fb09564ce1eaab06cd5a902,Fix #1553 (#1554),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.183719,0,success,
2026-03-29T09:23:01.657988+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,40,ad93650d6f136f9d8ddf6e35ca4c729a881f9ce3,Merge branch '2.x' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.165913,0,success,
2026-03-29T09:23:06.821487+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,41,403f3d2bd84a0bd92aca7b1572c26cd7b09beb99,Pin GH workflow action versions,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.140282,0,success,
2026-03-29T09:23:12.223415+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,42,b2c4cbe0cf7aca1b4a9840f38f1c60656df7ecb2,Merge branch '2.x' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.32133,0,success,
2026-03-29T09:23:17.430015+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,43,22815c439ec1769a60f43c2b971d0cc31f382536,enable DeeplyNestedContentReadTest (#1551),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.182931,0,success,
2026-03-29T09:23:22.733020+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,44,09d0888207179c686b1aaa8831772d628cc3a9b4,Merge branch '2.x' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.223368,0,success,
2026-03-29T09:23:27.981308+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,45,8c99dc01765d59e1fe06a3fe951fdd271a831328,Merge branch '2.x' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.167094,0,success,
2026-03-29T09:23:33.193382+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,46,c9c3652893e96302cfcb2134783f9e3eccc8d25f,"Revert ""Update Android SDK and plugin versions in pom.xml"" (#1546)",maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.188906,0,success,
2026-03-29T09:23:38.391405+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,47,d8def97d3872cbe4b355dd9d11b6d9476288271b,Update Android SDK and plugin versions in pom.xml,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.175886,0,success,
2026-03-29T09:23:43.584391+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,48,38399a076eca19bbfa057b2c71bf7165cbe56a32,Fix #1541: inconsistent handling of UTF-8 surrogates in names (#1542),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.167642,0,success,
2026-03-29T09:23:48.778020+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,49,52c40ef7457f57027a0d1b92404ae9c39365e78b,Bump the github-actions group with 5 updates (#1539),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.169162,0,success,
2026-03-29T09:23:53.992383+00:00,FasterXML__jackson-core,FasterXML__jackson-core,refs/remotes/origin/3.x,50,ceee70db0e6c54d907c75585e4678a43dabe3dd6,Post-release dep version bump,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,5.190975,0,success,
2026-03-29T09:24:10.235983+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,1,8c6439de9732b134feb82452ba4da12525d6d365,"Add tests for artificial ""native"" Object and Type Ids (#5848)",maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,15.361512,0,success,
2026-03-29T09:24:20.228628+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,2,5cf2be626c3b1d68b0a710f3e39448c90e7a031a,"Add support wrt [dataformats-text#22] for native Object Ids, @JsonCreator (#5847)",maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.825313,0,success,
2026-03-29T09:24:30.040296+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,3,0afd702a1575476fe132dbcadd85de91c080dcf1,...,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.709019,0,success,
2026-03-29T09:24:39.940423+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,4,89c6c2b563e065e94840e259660c46a8e7f40c39,Merge branch '3.1' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.783588,0,success,
2026-03-29T09:24:49.858831+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,5,b5201ef33df34075d2ce96c927a174482a5800ff,Manual merge of release notes for 3.1.1,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.814103,0,success,
2026-03-29T09:24:59.795188+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,6,97a8ea34a4e2052ea2834b2ca2703cbda35f8637,Merge branch '3.1' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.827489,0,success,
2026-03-29T09:25:09.676299+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,7,f24671f8e98e5901ff3ec32cda01ea79d8244bdb,Add passing test for #5247 (#5845),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.762155,0,success,
2026-03-29T09:25:19.649542+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,8,60ea24551b6a5c88f28f9a847e6646a2166c4477,Trigger cascading 3.x rebuild,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.86912,0,success,
2026-03-29T09:25:29.647461+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,9,5676c1e1c16c48f67d3e92aeea37c9d2e20d2361,warnings cleanup,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.879051,0,success,
2026-03-29T09:25:39.473418+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,10,e7a0198e6a37d3a0022d5ec1707189ac62cd9232,Fix a minor regression from #4988 (#5844),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.719918,0,success,
2026-03-29T09:25:49.383185+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,11,9c934a19b51d7259ed0e6c2b6505f13771b6dd18,Update release notes wrt #4983,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.787103,0,success,
2026-03-29T09:25:59.220079+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,12,590acf6d262d65b39b88604b8bed5f3473acf30f,Fix #4983:`@JsonTypeInfo` location actual baseType via hierarchy (#4988),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.733016,0,success,
2026-03-29T09:26:09.145510+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,13,70bf01d245b7105545f546e55d8bc20d4492bc35,Fix #4014: support @JsonIdentityInfo(PropertyGenerator) on interfaces with @JsonTypeInfo (#5782),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.820169,0,success,
2026-03-29T09:26:19.133179+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,14,eaa7a3555ba78c3bc3c9d066602f4b7d959967cb,Fix #3229: allow update of local/anonymous classes (#5837),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.880853,0,success,
2026-03-29T09:26:28.924269+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,15,948558cdcae6c2e31cc971d82d248af039ead4fc,Add helper method to use for #4983 fix (#5836),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.681845,0,success,
2026-03-29T09:26:38.779568+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,16,e30a9865f6aad368ada139b68d61bebc15f3bd52,Robustify tests for CI,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.749605,0,success,
2026-03-29T09:26:48.707651+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,17,71d3cdab4597a440b2163690bef2ae006f4b66e3,Implement #3604: allow `@JsonAnyGetter` on `ObjectNode` fields (#5833),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.820864,0,success,
2026-03-29T09:26:58.580307+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,18,f4ec2196dd9fe99185cfd5da8a6de84f5db538f1,One more fix wrt #5615 concurrency failures (#5835),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.758776,0,success,
2026-03-29T09:27:08.412437+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,19,90087749d89cbac289a603be46745df6bb80a98a,Try isolating potentially problematic test,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.727233,0,success,
2026-03-29T09:27:18.396296+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,20,778d90f6e917d8156a0ebd215ca25b0ec5ea38f3,One more tweak to fully resolve #5615 (#5834),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.861921,0,success,
2026-03-29T09:27:28.397707+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,21,ed72e257731408eae61aec25b69e93dab57865e5,SerializerCache refactoring: use HashMap for _inProgressMap (#5825),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.896904,0,success,
2026-03-29T09:27:38.369062+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,22,6ea56cb975dfa7b5b80c4c5c21f209e958c63122,"Add `AnnotatedClass.getSuperTypes()`, tests (#5832)",maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.844076,0,success,
2026-03-29T09:27:48.243220+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,23,7fafcce11e0f8aba7c010c35d205907fb59dffb3,Add `SerializationFeature.ORDER_SET_ELEMENTS` for #3166 (#5780),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.766036,0,success,
2026-03-29T09:27:58.206428+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,24,2abe5203fe0418c3b0d877013571cc6ca33aab3b,...,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.855351,0,success,
2026-03-29T09:28:07.956251+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,25,abcee4bb60fd5384129ea2e104e20149c8ebf766,Merge branch '3.1' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.620553,0,success,
2026-03-29T09:28:17.799802+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,26,91cc61858469b50fdd473f829527aab2b03c42ba,fix typo in test method name (#5831),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.739346,0,success,
2026-03-29T09:28:27.686613+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,27,edd9ff6489499a2e3f8455e57f0f5aaa2411c0ae,Merge branch '3.1' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.774937,0,success,
2026-03-29T09:28:37.625820+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,28,1f5c18670e81bb2d63f60c987dbed770ae1f9fd6,Fix dead code and side-effect bug in `BeanPropertyWriter.toString()` (#5821),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.832385,0,success,
2026-03-29T09:28:47.636382+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,29,441a33c76b4db1a88a6c2081532bc50a37fdc30b,Set utf-8 in export_to_json (#5829),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.902268,0,success,
2026-03-29T09:28:57.645141+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,30,67c9d4e78479705ccbe702025da97893baf2a221,Merge branch '3.1' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.902194,0,success,
2026-03-29T09:29:07.494943+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,31,30f8703d87cbea42766592010ae9dd0550158d27,Minor `NumberUtil` refactoring (#5828),maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.738088,0,success,
2026-03-29T09:29:17.325945+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,32,c078ad3bc9108911df7de85761d87423710fafb6,Fix release notes,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.724339,0,success,
2026-03-29T09:29:27.136047+00:00,FasterXML__jackson-databind,FasterXML__jackson-databind,refs/remotes/origin/3.x,33,71bc9c3e2159ec6058f0c9a000a927fbbfa992d9,Merge branch '3.1' into 3.x,maven,sh ./mvnw -B clean package -DskipTests -Dmaven.repo.local=/data/tmp-build/cache/m2,9.689015,0,success,
